sample_id,sample_index,original_paired_use,original_group,semantic_status,temporal_status,stage2_visual_status,stage3_visual_status,visual_status,mapping_status,resolution_status,resolution_reason,candidate_only,production_written,usable_text,usable_audio_fraction,usable_visual_fraction,usable_trimodal_fraction,reason,recommended_semantic_status,recommended_temporal_status,recommended_visual_segments,recommended_masks,recommended_resolution_status,writeback_recommended,proposed_paired_use,direct_talknet_fraction,continuity_recovered_fraction,visual_usable_fraction,mapping_candidate_sample_id,requires_explicit_review,writeback_approved,writeback_executed
-iRBcNs9oI8$_$6,56,0,text_audio_only_single_episode,UNRESOLVED,NOT_APPLICABLE,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,MAPPING_STRONG,RESOLVED_CONFLICT,stable_off_diagonal_mapping_evidence_has_explicit_safe_mask_action,1,0,0.0,0.0,1.0,0.0,stable_off_diagonal_mapping_evidence_has_explicit_safe_mask_action,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_CONFLICT,1,0,,,,-iRBcNs9oI8$_$9,1,0,0
-iRBcNs9oI8$_$7,57,0,text_audio_only_single_episode,CONFLICT,NOT_APPLICABLE,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_CONFLICT,semantic_or_mapping_conflict_has_explicit_safe_mask_action,1,0,0.0,0.0,1.0,0.0,semantic_or_mapping_conflict_has_explicit_safe_mask_action,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_CONFLICT,1,0,,,,,0,0,0
-iRBcNs9oI8$_$8,58,0,text_audio_only_single_episode,CONFLICT,NOT_APPLICABLE,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_CONFLICT,semantic_or_mapping_conflict_has_explicit_safe_mask_action,1,0,0.0,0.0,0.98,0.0,semantic_or_mapping_conflict_has_explicit_safe_mask_action,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_CONFLICT,1,0,,,,,0,0,0
-iRBcNs9oI8$_$9,59,0,identity_and_text_audio,CONFLICT,NOT_APPLICABLE,unresolved,UNRESOLVED,UNRESOLVED,NOT_SUSPECTED,UNRESOLVED,target_visual_identity_remains_unresolved,1,0,0.0,0.0,0.0,0.0,target_visual_identity_remains_unresolved,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,0.0,0.0,0.0,,1,0,0
-lzEya4AM_4$_$5,60,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.82,1.0,1.0,0.82,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-lzEya4AM_4$_$6,61,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.96,1.0,0.94,0.9,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,"[{""start"":0.0,""end"":0.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.25,""end"":0.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.5,""end"":0.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.75,""end"":1.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.0,""end"":1.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.25,""end"":1.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.5,""end"":1.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.75,""end"":2.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.0,""end"":2.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.25,""end"":2.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.25,""end"":4.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.5,""end"":4.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.75,""end"":5.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.0,""end"":5.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":5.25,""end"":5.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":5.5,""end"":5.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":5.75,""end"":6.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.0,""end"":6.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.25,""end"":6.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.5,""end"":6.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.75,""end"":7.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.0,""end"":7.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.25,""end"":7.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.5,""end"":7.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.75,""end"":8.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.0,""end"":8.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.25,""end"":8.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.5,""end"":8.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.75,""end"":9.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.0,""end"":9.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":9.25,""end"":9.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.5,""end"":9.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.75,""end"":10.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.0,""end"":10.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.25,""end"":10.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.5,""end"":10.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.75,""end"":11.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.0,""end"":11.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.25,""end"":11.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.5,""end"":11.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.75,""end"":12.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.0,""end"":12.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.25,""end"":12.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.5,""end"":12.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.75,""end"":13.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.0,""end"":13.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.25,""end"":13.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.5,""end"":13.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.75,""end"":14.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":14.0,""end"":14.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":14.25,""end"":14.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":14.5,""end"":14.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":14.75,""end"":14.766666666666666,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,0.5925507900677202,0.4074492099322799,1.0,,0,0,0
-mJ2ud6oKI8$_$1,62,0,vision_no_face_and_text_audio,UNRESOLVED,NOT_APPLICABLE,missing,MISSING,MISSING,MAPPING_UNRESOLVED,RESOLVED_MISSING,visual_modality_is_confirmed_naturally_missing,1,0,0.0,0.0,0.0,0.0,visual_modality_is_confirmed_naturally_missing,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":true}",RESOLVED_MISSING,1,0,0.0,0.0,0.0,-mJ2ud6oKI8$_$8,0,0,0
-mJ2ud6oKI8$_$2,63,0,identity_and_text_audio,CONFLICT,NOT_APPLICABLE,unresolved,AMBIGUOUS,AMBIGUOUS,NOT_SUSPECTED,RESOLVED_CONFLICT,semantic_or_mapping_conflict_has_explicit_safe_mask_action,1,0,0.0,0.0,0.0,0.0,semantic_or_mapping_conflict_has_explicit_safe_mask_action,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_CONFLICT,1,0,0.0,0.0,0.0,,0,0,0
-mJ2ud6oKI8$_$6,64,0,text_audio_only_single_episode,UNRESOLVED,NOT_APPLICABLE,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,UNRESOLVED,semantic_pairing_remains_unresolved,1,0,0.0,0.0,1.0,0.0,semantic_pairing_remains_unresolved,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,,,,,1,0,0
-mJ2ud6oKI8$_$8,65,0,text_audio_only_single_episode,UNRESOLVED,NOT_APPLICABLE,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,UNRESOLVED,semantic_pairing_remains_unresolved,1,0,0.0,0.0,1.0,0.0,semantic_pairing_remains_unresolved,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,,,,,1,0,0
-mJ2ud6oKI8$_$9,66,0,identity_and_text_audio,CONFLICT,NOT_APPLICABLE,unresolved,UNRESOLVED,UNRESOLVED,NOT_SUSPECTED,UNRESOLVED,target_visual_identity_remains_unresolved,1,0,0.0,0.0,0.0,0.0,target_visual_identity_remains_unresolved,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,0.0,0.0,0.0,,1,0,0
-mqbVkbCndg$_$0,67,1,no_alert,MATCH_STRONG,PARTIAL,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.9,0.8,1.0,0.78,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,PARTIAL,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,1,,,,,0,0,0
-qDkUB0GgYY$_$6,68,1,no_alert,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.78,1.0,1.0,0.78,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-ri04Z7vwnc$_$0,69,0,vision_no_face_and_text_audio,CONFLICT,NOT_APPLICABLE,missing,MISSING,MISSING,NOT_SUSPECTED,RESOLVED_MISSING,visual_modality_is_confirmed_naturally_missing,1,0,0.0,0.0,0.0,0.0,visual_modality_is_confirmed_naturally_missing,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":true}",RESOLVED_MISSING,1,0,0.0,0.0,0.0,,0,0,0
-ri04Z7vwnc$_$2,70,0,text_audio_only_single_episode,UNRESOLVED,NOT_APPLICABLE,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,MAPPING_UNRESOLVED,UNRESOLVED,clip_mapping_evidence_is_not_stable_enough,1,0,0.0,0.0,0.34,0.0,clip_mapping_evidence_is_not_stable_enough,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,,,,-ri04Z7vwnc$_$5,1,0,0
-ri04Z7vwnc$_$5,71,0,text_audio_only_single_episode,CONFLICT,NOT_APPLICABLE,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_CONFLICT,semantic_or_mapping_conflict_has_explicit_safe_mask_action,1,0,0.0,0.0,1.0,0.0,semantic_or_mapping_conflict_has_explicit_safe_mask_action,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_CONFLICT,1,0,,,,,0,0,0
-s9qJ7ATP7w$_$0,72,0,identity_only,MATCH_STRONG,VERIFIED,unresolved,UNRESOLVED,UNRESOLVED,NOT_SUSPECTED,UNRESOLVED,target_visual_identity_remains_unresolved,1,0,0.88,0.98,0.0,0.0,target_visual_identity_remains_unresolved,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,0.0,0.0,0.0,,1,0,0
-s9qJ7ATP7w$_$1,73,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,PARTIALLY_VERIFIED,PARTIALLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.68,0.98,0.24,0.1,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,VERIFIED,"[{""start"":3.25,""end"":3.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,1,0.2097902097902098,0.0,0.2097902097902098,,0,0,0
-s9qJ7ATP7w$_$4,74,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,PARTIALLY_VERIFIED,PARTIALLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.72,0.98,0.32,0.1,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,VERIFIED,"[{""start"":2.5,""end"":2.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.25,""end"":4.3999999999999995,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,1,0.17045454545454547,0.2613636363636363,0.43181818181818177,,0,0,0
-s9qJ7ATP7w$_$5,75,1,no_alert,MATCH_STRONG,PARTIAL,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.8,0.76,1.0,0.68,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,PARTIAL,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,1,,,,,0,0,0
-s9qJ7ATP7w$_$6,76,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.58,0.94,0.62,0.42,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-s9qJ7ATP7w$_$7,77,0,identity_only,MATCH_STRONG,VERIFIED,unresolved,UNRESOLVED,UNRESOLVED,NOT_SUSPECTED,UNRESOLVED,target_visual_identity_remains_unresolved,1,0,0.86,1.0,0.0,0.0,target_visual_identity_remains_unresolved,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,0.0,0.0,0.0,,1,0,0
-s9qJ7ATP7w$_$8,78,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,PARTIALLY_VERIFIED,PARTIALLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.7,0.98,0.18,0.1,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,VERIFIED,"[{""start"":1.5,""end"":1.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,1,0.15306122448979592,0.0,0.15306122448979592,,0,0,0
-t217m2on-s$_$2,79,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.74,1.0,1.0,0.74,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-t217m2on-s$_$7,80,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.92,1.0,1.0,0.92,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-tANM6ETl_M$_$3,81,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.88,1.0,0.96,0.84,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,"[{""start"":0.0,""end"":0.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.25,""end"":0.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.5,""end"":0.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.75,""end"":1.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.0,""end"":1.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.25,""end"":1.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.5,""end"":1.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.75,""end"":2.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.0,""end"":2.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.25,""end"":2.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.25,""end"":4.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.5,""end"":4.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.75,""end"":5.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":5.0,""end"":5.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":5.25,""end"":5.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":5.5,""end"":5.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.75,""end"":6.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.0,""end"":6.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.25,""end"":6.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.5,""end"":6.733333333333333,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,0.7797029702970297,0.2202970297029703,1.0,,0,0,0
-tPCytz4rww$_$10,82,1,no_alert,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.8,1.0,1.0,0.8,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-tPCytz4rww$_$11,83,1,no_alert,MATCH_WEAK,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.82,1.0,1.0,0.82,semantic_time_and_visual_evidence_are_sufficient,MATCH_WEAK,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-tPCytz4rww$_$12,84,1,no_alert,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.86,1.0,1.0,0.86,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-tPCytz4rww$_$16,85,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.72,1.0,1.0,0.72,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-tPCytz4rww$_$18,86,1,no_alert,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.86,1.0,1.0,0.86,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-uywlfIYOS8$_$4,87,1,no_alert,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.78,0.98,1.0,0.78,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-vxjVxOeScU$_$4,88,1,no_alert,UNRESOLVED,NOT_APPLICABLE,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,UNRESOLVED,semantic_pairing_remains_unresolved,1,0,0.84,0.0,1.0,0.0,semantic_pairing_remains_unresolved,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,,,,,1,0,0
